"musica";"musica_parecida";"nivel_de_similaridade"
"Toma Que Toma - Mc Negão Original, MC Cebezinho, Dj Yuri Pedrada, Mc Fidelis, MC GP, MC Jvila";"SEQUÊNCIA STRIPTEASE";67,5876156731722
"Apaguei Pra Todos - Ao Vivo - Ferrugem, Sorriso Maroto";"Cachorro";67,5850877360965
"Apaguei Pra Todos - Ao Vivo - Ferrugem, Sorriso Maroto";"Meu Carro nao tem Porta Luva - Remastered 2024";67,5768513050462
"Vou Raspar Seu Bigodin - Mc Dricka, DJ S2K";"Apaguei Pra Todos - Ao Vivo";67,5759641809441
"Do Job - MC Tuto, Grelo";"Você Pode Ir Além";67,5757038822532
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"Paredões";67,5736506594453
"Coração Partido (Corazón Partío) - Ao Vivo - Grupo Menos É Mais";"Chapa Máxima";67,5710890256222
"Toma Que Toma - Mc Negão Original, MC Cebezinho, Dj Yuri Pedrada, Mc Fidelis, MC GP, MC Jvila";"E Aí Como Que Tá ?";67,5658693987695
"A Bebê Quer Oque - MC Cebezinho, DJ Oreia, Menor Richard, MC GP, Mc Don Juan, Love Funk";"Lovezin Bandido";67,5638928138056
"Malvadinho - MC LUUKY, DJ JB Mix";"Você Pode Ir Além";67,5620491879858
"Peça Íntima - Murilo Huff, Ana Castela";"Eu sou Cantor Não Sou Bandido";67,5585139514515
"300 no 7 - MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada";"Banquinho - Ao Vivo";67,558378061249
"300 no 7 - MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada";"Banquinho - Ao Vivo";67,558378061249
"SEQUÊNCIA STRIPTEASE - PEDRO SAMPAIO, Mc Gw, Mc Debby, Mc Talibã";"PARECE - Ao Vivo";67,5536332322935
"SEQUÊNCIA STRIPTEASE - PEDRO SAMPAIO, Mc Gw, Mc Debby, Mc Talibã";"PARECE - Ao Vivo";67,5536332322935
"Penélope Charmosa 2 - Boladin 211, Dejinha, MC Rick";"E Aí Como Que Tá ?";67,5533819347859
"Cantada Boba - Ao Vivo - Jorge & Mateus";"Pampa";67,5531962789085
"Calculista - MC Joãozinho VT, DJ JR No Beat";"Oh Garota Eu Quero Você Só Pra Mim";67,5454208151252
"Cronômetro - Ao Vivo - Matheus & Kauan";"Pampa";67,5387563440719
"2025 - MC Tuto, DJ Oreia";"Malvadinho";67,5349523110318
"Paredões - Grelo, Henrique & Juliano";"Abracadabra";67,5312956484285
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"Toma Que Toma";67,5293740180778
"A Morte do Autotune - Matuê";"Meninos e Meninas";67,5224869188816
"Mentira Estampada - Wesley Safadão, Natanzinho Lima";"A Bebê Quer Oque";67,5215539291957
"Observando Essa Salada - MC Cebezinho, Dj Yuri Pedrada, Love Funk";"Do Job";67,5198188498581
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"Coração Partido (Corazón Partío) - Ao Vivo";67,5162661096356
"Observando Essa Salada - MC Cebezinho, Dj Yuri Pedrada, Love Funk";"Sei Tocar Violão - Ao Vivo";67,5120577617056
"A Bebê Quer Oque - MC Cebezinho, DJ Oreia, Menor Richard, MC GP, Mc Don Juan, Love Funk";"Malvadinho";67,5106335747947
"Pampa - CountryBeat, Mc Daniel";"Cantada Boba - Ao Vivo";67,5098490442662
"Cronômetro - Ao Vivo - Matheus & Kauan";"300 no 7";67,5062164794548
"A Bebê Quer Oque - MC Cebezinho, DJ Oreia, Menor Richard, MC GP, Mc Don Juan, Love Funk";"A Noite (La Notte) - Ao Vivo";67,5056006465873
"A Morte do Autotune - Matuê";"Xonei";67,498411795948
"A Bebê Quer Oque - MC Cebezinho, DJ Oreia, Menor Richard, MC GP, Mc Don Juan, Love Funk";"UM PALMO - Ao Vivo";67,4967912343676
"Amor Na Praia - NATTAN";"Lapada Dela - Ao Vivo";67,4962521835269
"Você Pode Ir Além - BK, FYE, Deekapz";"Sei Tocar Violão - Ao Vivo";67,4947265061677
"Pilantra e Meio - Eric Land, Natanzinho Lima";"Observando Essa Salada";67,4882153961131
"Pilantra e Meio - Eric Land, Natanzinho Lima";"Observando Essa Salada";67,4882153961131
"Observando Essa Salada - MC Cebezinho, Dj Yuri Pedrada, Love Funk";"A Noite (La Notte) - Ao Vivo";67,4832546347971
"Cachorro - Thiago Carvalho";"Nosso Primeiro Beijo - Ao Vivo";67,4827162793221
"Fui Mlk - Nilo, Mc Paiva ZS, DJ Di Marques, FamousKyo";"Pampa";67,4820912137101
"Saudade Burra - Ao Vivo - Lauana Prado, Simone Mendes";"Cantada Boba - Ao Vivo";67,4766913533226
"É Que Eu Sofri Demais - Kleyton Souza";"Vou Raspar Seu Bigodin";67,4755773853392
"Nossas Fotos - Felipe Amorim, Zé Felipe";"Puta É Só um Detalhe";67,4753690033204
"A Danada Me Ligando - MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako";"Penélope Charmosa 2";67,4713015432437
"Medley de Igaratá 3 - Mc Negão Original, DJ Guh Mix, DJ Japa NK";"Sei Tocar Violão - Ao Vivo";67,4703216469909
"Observando Essa Salada - MC Cebezinho, Dj Yuri Pedrada, Love Funk";"Mentira Estampada";67,4627682083498
"A Danada Me Ligando - MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako";"Desencontro de Mensagem";67,4626428856713
"UM PALMO - Ao Vivo - Luan Pereira, Léo Foguete";"Imã de Problema";67,4575739414686
"Nossas Fotos - Felipe Amorim, Zé Felipe";"A Danada Me Ligando";67,4560832444006
"Barulho Do Foguete - Ao Vivo - Zé Neto & Cristiano";"Paredões";67,455176232315
"Boy Besta - MC Joãozinho VT, Mc Negão Original, MC Tuto, Mc Kako, MC Ryan SP, Matheuszin DJ";"APT.";67,450273274118
"Calculista - MC Joãozinho VT, DJ JR No Beat";"Sei Tocar Violão - Ao Vivo";67,4499800296231
"Barbie - MC Tuto, DJ Glenner";"Resenha do Arrocha";67,448351195607
"Sem Você - AgroPlay, Ana Castela, Léo Foguete";"Oh Garota Eu Quero Você Só Pra Mim";67,446959309592
"O Meu Coração Em Suas Mãos (Colgando en tu manos) - Ao Vivo - Hugo & Guilherme, Maiara & Maraisa";"Nossas Fotos";67,4462761566731
"Cronômetro - Ao Vivo - Matheus & Kauan";"Eu sou Cantor Não Sou Bandido";67,4441657436517
"Amor Na Praia - NATTAN";"De Quem É A Culpa?";67,4430737815445
"Mentira Estampada - Wesley Safadão, Natanzinho Lima";"PARECE - Ao Vivo";67,4358014226878
"Mentira Estampada - Wesley Safadão, Natanzinho Lima";"PARECE - Ao Vivo";67,4358014226878
"Boy Besta - MC Joãozinho VT, Mc Negão Original, MC Tuto, Mc Kako, MC Ryan SP, Matheuszin DJ";"Rolê Não Ama";67,4343416386398
"De Quem É A Culpa? - Cristiano Araújo, Marília Mendonça";"Descer Pra BC";67,4339401426037
"De Graça ou Pagando - Grelo";"Universo";67,4323959579834
"De Graça ou Pagando - Grelo";"Universo";67,4323959579834
"MOTINHA 2.0 (Mete Marcha) - DENNIS, Luísa Sonza";"Sem Você";67,4322964874342
"Amigo Da Minha Saudade - Ao Vivo - Henrique & Juliano";"MTG PASSA PASSA PRA EU SARRAR";67,4292388458625
"Eu sou Cantor Não Sou Bandido - Mc Lele JP, MC Marks, MC Leozinho ZS, MC Joãozinho VT";"Desencontro de Mensagem";67,42881504508
"Nosso Primeiro Beijo - Ao Vivo - Gloria Groove";"Fechando o Circo - Ao Vivo";67,42572750161
"300 no 7 - MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada";"Gosta De Rua - Ao Vivo";67,4165477494655
"300 no 7 - MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada";"Gosta De Rua - Ao Vivo";67,4165477494655
"IA - MC Kevinho";"Cronômetro - Ao Vivo";67,4067849226778
"Fechando o Circo - Ao Vivo - Guilherme & Benuto, NATTAN";"Malvadinho";67,4050396779114
"Saudade Burra - Ao Vivo - Lauana Prado, Simone Mendes";"A Noite (La Notte) - Ao Vivo";67,4049167965951
"Não Adianta Chorar - BK, JXNV$, Pretinho da Serrinha";"Sujeito Homem - Ao Vivo";67,4042783894377
"PARECE - Ao Vivo - Luan Santana";"Descer Pra BC";67,4030226419598
"PARECE - Ao Vivo - Luan Santana";"Descer Pra BC";67,4030226419598
"Oh Garota Eu Quero Você Só Pra Mim - Oruam, Zé Felipe, MC Tuto, Dj Lc da Roça, MC K9, Mc Rodrigo do CN, mc pl alves";"A Noite (La Notte) - Ao Vivo";67,4025351061284
"É Que Eu Sofri Demais - Kleyton Souza";"E Aí Como Que Tá ?";67,3960464706735
"Vida de Artista - MC Joãozinho VT, MC Tuto, Deejhay RB";"A Bebê Quer Oque";67,3908905115205
"IA - MC Kevinho";"2025";67,3906565064579
"Barbie - MC Tuto, DJ Glenner";"Puta É Só um Detalhe";67,3856916720389
"Nada Com Nada - Ao Vivo - Gustavo Mioto, Grupo Menos É Mais";"Eu sou Cantor Não Sou Bandido";67,3853050740076
"Do Job - MC Tuto, Grelo";"UM PALMO - Ao Vivo";67,3851546110883
"A Bebê Quer Oque - MC Cebezinho, DJ Oreia, Menor Richard, MC GP, Mc Don Juan, Love Funk";"Rolê Não Ama";67,3835611793258
"E Aí Como Que Tá ? - MC Tuto, Oldilla";"De Quem É A Culpa?";67,3834915598514
"Paredões - Grelo, Henrique & Juliano";"Sem Você";67,3824941197921
"Não Adianta Chorar - BK, JXNV$, Pretinho da Serrinha";"Fui Mlk";67,3820689892433
"Do Job - MC Tuto, Grelo";"Descer Pra BC";67,381936669854
"Cópia Proibida - Léo Foguete";"Última Vez - Ao Vivo";67,3806803983312
"Lovezin Bandido - Melody, Latino, HITMAKER";"Calculista";67,3798613278044
"Vai Lá - Ao Vivo em Goiânia - Maiara & Maraisa";"Só Eu Sei";67,3786454318942
"Não Adianta Chorar - BK, JXNV$, Pretinho da Serrinha";"Medley de Igaratá 3";67,3677016656625
"ESCADA DO PRÉDIO - PEDRO SAMPAIO, Marina Sena";"E Aí Como Que Tá ?";67,3640895701942
"Universo - Manu, Matheus & Kauan";"Peça Íntima";67,3592657379803
"Universo - Manu, Matheus & Kauan";"Peça Íntima";67,3592657379803
"Fechando o Circo - Ao Vivo - Guilherme & Benuto, NATTAN";"Meu Carro nao tem Porta Luva - Remastered 2024";67,3578483994965
"Barulho Do Foguete - Ao Vivo - Zé Neto & Cristiano";"A Danada Me Ligando";67,3558921847749
"Do Job - MC Tuto, Grelo";"Tando";67,3491929485432
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"Paredões";67,3482310381374
"É Que Eu Sofri Demais - Kleyton Souza";"Barbie";67,3443516512623
"MTG PASSA PASSA PRA EU SARRAR - Mc Livinho, DJ TOPO";"Puta É Só um Detalhe";67,3427384985015
"Nosso Primeiro Beijo - Ao Vivo - Gloria Groove";"Meninos e Meninas";67,3423573304397
"Vai Lá - Ao Vivo em Goiânia - Maiara & Maraisa";"De Quem É A Culpa?";67,3391824526669
"Nada Com Nada - Ao Vivo - Gustavo Mioto, Grupo Menos É Mais";"Boy Besta";67,3230092929348
"Paredões - Grelo, Henrique & Juliano";"Triplex - Ao Vivo";67,3136917324987
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"O Meu Coração Em Suas Mãos (Colgando en tu manos) - Ao Vivo";67,3124657106489
"Última Noite - NATTAN, Léo Foguete";"Você Pode Ir Além";67,3101500032273
"Cantada Boba - Ao Vivo - Jorge & Mateus";"Boy Besta";67,3066015839067
"Sei Que Tu Me Odeia - Anitta, Mc Danny, HITMAKER";"Fui Mlk";67,3036267656785
"UM PALMO - Ao Vivo - Luan Pereira, Léo Foguete";"Meninos e Meninas";67,2977777052964
"Cantada Boba - Ao Vivo - Jorge & Mateus";"MTG PASSA PASSA PRA EU SARRAR";67,2975452533582
"De Quem É A Culpa? - Cristiano Araújo, Marília Mendonça";"UM PALMO - Ao Vivo";67,2903861497031
"eu vou ser rico - Teto";"Puta É Só um Detalhe";67,2892202157751
"Você Lembra - Ao Vivo - Márcia Fellipe, Raphaela Santos";"A Noite (La Notte) - Ao Vivo";67,2874171514436
"Saveiro - Kaique e Felipe, Luan Pereira";"IA";67,2830405696085
"IA - MC Kevinho";"Fechando o Circo - Ao Vivo";67,2783244701761
"IA - MC Kevinho";"A Bebê Quer Oque";67,2775989132838
"Imã de Problema - Henry Freitas, Mc Th";"Você Pode Ir Além";67,2761415650773
"Medley de Igaratá 4 - Mc Negão Original, DJ Guh Mix";"Cachorro";67,2731633839842
"Barulho Do Foguete - Ao Vivo - Zé Neto & Cristiano";"A Noite (La Notte) - Ao Vivo";67,2729839661268
"Meninos e Meninas - Jão";"A Morte do Autotune";67,2693579021323
"UM PALMO - Ao Vivo - Luan Pereira, Léo Foguete";"Descer Pra BC";67,264296807707
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"A Noite (La Notte) - Ao Vivo";67,2621574493682
"Malvadinho - MC LUUKY, DJ JB Mix";"Peça Íntima";67,2600938979155
"Uma e Quinze da Manhã - Natanzinho Lima";"UM PALMO - Ao Vivo";67,2574186813115
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"Vai Lá - Ao Vivo em Goiânia";67,2563120448165
"De Graça ou Pagando - Grelo";"Barbie";67,2549014773965
"Gosta De Rua - Ao Vivo - Felipe e Rodrigo";"Malvadinho";67,250327480736
"Gosta De Rua - Ao Vivo - Felipe e Rodrigo";"Malvadinho";67,250327480736
"Última Vez - Ao Vivo - Naiara Azevedo, Clayton & Romário";"Paredões";67,2484014902137
"Vida de Artista - MC Joãozinho VT, MC Tuto, Deejhay RB";"Última Vez - Ao Vivo";67,2483768170999
"Imã de Problema - Henry Freitas, Mc Th";"Puta É Só um Detalhe";67,2466197253895
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Não Adianta Chorar";67,2337378780381
"APT. - ROSÉ, Bruno Mars";"ESCADA DO PRÉDIO";67,2330875893833
"Meu Carro nao tem Porta Luva - Remastered 2024 - DJ NATAN 22, Mc Rodrigo do CN";"E Aí Como Que Tá ?";67,2299842260535
"Não Adianta Chorar - BK, JXNV$, Pretinho da Serrinha";"SEQUÊNCIA STRIPTEASE";67,2277218183157
"Vida de Artista - MC Joãozinho VT, MC Tuto, Deejhay RB";"Não Adianta Chorar";67,227650596981
"365 Dias (Vida Mansa) - MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto, DJ Dael";"Mentirosa - Ao Vivo";67,2189605411994
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Pense";67,2128962190965
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Pense";67,2128962190965
"A Noite (La Notte) - Ao Vivo - Gusttavo Lima";"Abracadabra";67,2114208903311
"Calculista - MC Joãozinho VT, DJ JR No Beat";"Pense";67,2098936244925
"Sei Que Tu Me Odeia - Anitta, Mc Danny, HITMAKER";"Barulho Do Foguete - Ao Vivo";67,2050980555589
"Vou Raspar Seu Bigodin - Mc Dricka, DJ S2K";"Dia 1 - Versão Forró";67,2028724229927
"ESCADA DO PRÉDIO - PEDRO SAMPAIO, Marina Sena";"Toma Que Toma";67,2025626328759
"Calculista - MC Joãozinho VT, DJ JR No Beat";"Saudade Burra - Ao Vivo";67,2012550955664
"Nosso Primeiro Beijo - Ao Vivo - Gloria Groove";"Farra da Marcinha - Ao Vivo";67,1999557740627
"Body Splash - Ao Vivo - Felipe Araújo, Luan Pereira";"Penélope Charmosa 2";67,1985318109246
"UM PALMO - Ao Vivo - Luan Pereira, Léo Foguete";"De Quem É A Culpa?";67,1894016523441
"Malvadinho - MC LUUKY, DJ JB Mix";"Body Splash - Ao Vivo";67,1878909217024
"Cópia Proibida - Léo Foguete";"Você Lembra - Ao Vivo";67,1847222445073
"Nosso Primeiro Beijo - Ao Vivo - Gloria Groove";"Cachorro";67,1835498540727
"Farra da Marcinha - Ao Vivo - Márcia Fellipe, Wesley Safadão";"Cantada Boba - Ao Vivo";67,1776930220132
"Abracadabra - Lady Gaga";"Puta É Só um Detalhe";67,1693535604648
"Sem Você - AgroPlay, Ana Castela, Léo Foguete";"FANTASMA (versão GORDÃO DO PC)";67,1673585084192
"Rolê Não Ama - Kelvy Pablo, Tarcísio do Acordeon";"Do Job";67,1653633941871
"Barbie - MC Tuto, DJ Glenner";"Medley de Igaratá 3";67,1649671968657
"PARECE - Ao Vivo - Luan Santana";"Medley de Igaratá 3";67,1628099808475
"PARECE - Ao Vivo - Luan Santana";"Medley de Igaratá 3";67,1628099808475
"Cacos De Vidro - BK, Kolo, Evinha";"E Aí Como Que Tá ?";67,1624111874166
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"MOTINHA 2.0 (Mete Marcha)";67,1548664790222
"IA - MC Kevinho";"Sei Que Tu Me Odeia";67,1505024209408
"A Noite (La Notte) - Ao Vivo - Gusttavo Lima";"Triplex - Ao Vivo";67,1478118224937
"Amor Na Praia - NATTAN";"IA";67,1478007871203
"Toma Que Toma - Mc Negão Original, MC Cebezinho, Dj Yuri Pedrada, Mc Fidelis, MC GP, MC Jvila";"De Graça ou Pagando";67,1440506179699
"Vida de Artista - MC Joãozinho VT, MC Tuto, Deejhay RB";"Cacos De Vidro";67,1283513366839
"PARECE - Ao Vivo - Luan Santana";"Paredões";67,1280156083955
"PARECE - Ao Vivo - Luan Santana";"Paredões";67,1280156083955
"Body Splash - Ao Vivo - Felipe Araújo, Luan Pereira";"MTG PASSA PASSA PRA EU SARRAR";67,1266884424177
"A Danada Me Ligando - MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako";"Cópia Proibida";67,1266415037114
"A Bebê Quer Oque - MC Cebezinho, DJ Oreia, Menor Richard, MC GP, Mc Don Juan, Love Funk";"Resenha do Arrocha";67,1186016341518
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"eu vou ser rico";67,1121134319342
"Vai Lá - Ao Vivo em Goiânia - Maiara & Maraisa";"PARECE - Ao Vivo";67,111381955835
"Vai Lá - Ao Vivo em Goiânia - Maiara & Maraisa";"PARECE - Ao Vivo";67,111381955835
"Descer Pra BC - Brenno & Matheus, DJ Ari SL";"Última Saudade - Ao Vivo";67,1106037855824
"Só Quero Ver - BK, Deekapz, Evinha";"Imã de Problema";67,1098176951628
"De Quem É A Culpa? - Cristiano Araújo, Marília Mendonça";"E Aí Como Que Tá ?";67,1095974872009
"Medley de Igaratá 4 - Mc Negão Original, DJ Guh Mix";"Peça Íntima";67,1062366891015
"Eu sou Cantor Não Sou Bandido - Mc Lele JP, MC Marks, MC Leozinho ZS, MC Joãozinho VT";"Coração Partido (Corazón Partío) - Ao Vivo";67,1046462418362
"Boy Besta - MC Joãozinho VT, Mc Negão Original, MC Tuto, Mc Kako, MC Ryan SP, Matheuszin DJ";"O Meu Coração Em Suas Mãos (Colgando en tu manos) - Ao Vivo";67,1043365024894
"A Danada Me Ligando - MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako";"Descer Pra BC";67,1025215252024
"Boy Besta - MC Joãozinho VT, Mc Negão Original, MC Tuto, Mc Kako, MC Ryan SP, Matheuszin DJ";"Nada Com Nada - Ao Vivo";67,0936314852139
"Última Saudade - Ao Vivo - Henrique & Juliano";"Malvadinho";67,0928911082474
"Vida de Artista - MC Joãozinho VT, MC Tuto, Deejhay RB";"Puta É Só um Detalhe";67,087730042828
"Malvadinho - MC LUUKY, DJ JB Mix";"Última Saudade - Ao Vivo";67,0845476274616
"Universo - Manu, Matheus & Kauan";"Abracadabra";67,0845452669294
"Universo - Manu, Matheus & Kauan";"Abracadabra";67,0845452669294
"Toma Que Toma - Mc Negão Original, MC Cebezinho, Dj Yuri Pedrada, Mc Fidelis, MC GP, MC Jvila";"Pampa";67,0820376355758
"Vai Lá - Ao Vivo em Goiânia - Maiara & Maraisa";"Vou Raspar Seu Bigodin";67,0726741451262
"Calculista - MC Joãozinho VT, DJ JR No Beat";"PARECE - Ao Vivo";67,0715122085496
"Calculista - MC Joãozinho VT, DJ JR No Beat";"PARECE - Ao Vivo";67,0715122085496
"Amigo Da Minha Saudade - Ao Vivo - Henrique & Juliano";"Meu Carro nao tem Porta Luva - Remastered 2024";67,0706880868073
"Medley de Igaratá 4 - Mc Negão Original, DJ Guh Mix";"Cacos De Vidro";67,0687370128898
"A Danada Me Ligando - MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako";"Coração Partido (Corazón Partío) - Ao Vivo";67,0677589182895
"Medley de Igaratá 4 - Mc Negão Original, DJ Guh Mix";"Só Eu Sei";67,0630365640513
"Meu Carro nao tem Porta Luva - Remastered 2024 - DJ NATAN 22, Mc Rodrigo do CN";"ESCADA DO PRÉDIO";67,0628868595365
"Vai Lá - Ao Vivo em Goiânia - Maiara & Maraisa";"ESCADA DO PRÉDIO";67,0593554339393
"A Noite (La Notte) - Ao Vivo - Gusttavo Lima";"Lovezin Bandido";67,0585813393392
"Sem Você - AgroPlay, Ana Castela, Léo Foguete";"Paredões";67,0580035900697
"Vida de Artista - MC Joãozinho VT, MC Tuto, Deejhay RB";"Sujeito Homem - Ao Vivo";67,0558915548438
"FANTASMA (versão GORDÃO DO PC) - GORDÃO DO PC, Mc Menor DN, Mc Leozin, Ana Laura Lopes";"Medley de Igaratá 4";67,0540764086328
"Mentirosa - Ao Vivo - Hugo & Guilherme, Wesley Safadão";"Meu Carro nao tem Porta Luva - Remastered 2024";67,0500665878676
"Boy Besta - MC Joãozinho VT, Mc Negão Original, MC Tuto, Mc Kako, MC Ryan SP, Matheuszin DJ";"Saveiro";67,0476199620247
"De Quem É A Culpa? - Cristiano Araújo, Marília Mendonça";"Amor Na Praia";67,0449073773848
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"APT.";67,0442863324045
"MTG PASSA PASSA PRA EU SARRAR - Mc Livinho, DJ TOPO";"A Danada Me Ligando";67,0440759900929
"Vou Raspar Seu Bigodin - Mc Dricka, DJ S2K";"Chapa Máxima";67,0416570954062
"Meu Carro nao tem Porta Luva - Remastered 2024 - DJ NATAN 22, Mc Rodrigo do CN";"Do Job";67,0394585559375
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"De Graça ou Pagando";67,0388482735795
"UM PALMO - Ao Vivo - Luan Pereira, Léo Foguete";"Resenha do Arrocha";67,0368052074423
"Arruma Um Bão - Israel & Rodolffo";"A Morte do Autotune";67,0357150210058
"Lovezin Bandido - Melody, Latino, HITMAKER";"Malvadinho";67,0342440028503
"PARECE - Ao Vivo - Luan Santana";"Peça Íntima";67,0294218743516
"PARECE - Ao Vivo - Luan Santana";"Peça Íntima";67,0294218743516
"A Morte do Autotune - Matuê";"É Que Eu Sofri Demais";67,0263874845676
"Malvadinho - MC LUUKY, DJ JB Mix";"Amigo Da Minha Saudade - Ao Vivo";67,0187198891446
"Peça Íntima - Murilo Huff, Ana Castela";"IA";67,0119033042006
"Você Lembra - Ao Vivo - Márcia Fellipe, Raphaela Santos";"A Noite (La Notte) - Ao Vivo";67,0058222277043
"Observando Essa Salada - MC Cebezinho, Dj Yuri Pedrada, Love Funk";"Não Adianta Chorar";67,0040940088579
"Meninos e Meninas - Jão";"Malvadinho";67,0004216054581
"É Que Eu Sofri Demais - Kleyton Souza";"Sujeito Homem - Ao Vivo";67,0000055859541
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"Medley de Igaratá 3";66,9984640900254
"Pampa - CountryBeat, Mc Daniel";"Barulho Do Foguete - Ao Vivo";66,9870770189311
"Você Pode Ir Além - BK, FYE, Deekapz";"Pampa";66,9861155334493
"Malvadinho - MC LUUKY, DJ JB Mix";"MOTINHA 2.0 (Mete Marcha)";66,9846530606753
"300 no 7 - MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada";"E Aí Como Que Tá ?";66,9810581290629
"Vai Lá - Ao Vivo em Goiânia - Maiara & Maraisa";"IA";66,9774180793766
"Última Saudade - Ao Vivo - Henrique & Juliano";"Vou Raspar Seu Bigodin";66,9768640193838
"Observando Essa Salada - MC Cebezinho, Dj Yuri Pedrada, Love Funk";"A Noite (La Notte) - Ao Vivo";66,9694770943944
"Do Job - MC Tuto, Grelo";"Boy Besta";66,9681180533305
"Imã de Problema - Henry Freitas, Mc Th";"Barulho Do Foguete - Ao Vivo";66,9589399567345
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"Última Saudade - Ao Vivo";66,956153270097
"Meninos e Meninas - Jão";"MTG PASSA PASSA PRA EU SARRAR";66,9544524664077
"Pilantra e Meio - Eric Land, Natanzinho Lima";"Malvadinho";66,9515908915119
"Pilantra e Meio - Eric Land, Natanzinho Lima";"Malvadinho";66,9515908915119
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"Descer Pra BC";66,9507582681117
"Meu Carro nao tem Porta Luva - Remastered 2024 - DJ NATAN 22, Mc Rodrigo do CN";"Banquinho - Ao Vivo";66,9373516110139
"Meu Carro nao tem Porta Luva - Remastered 2024 - DJ NATAN 22, Mc Rodrigo do CN";"Banquinho - Ao Vivo";66,9373516110139
"IA - MC Kevinho";"APT.";66,9263831017149
"PARECE - Ao Vivo - Luan Santana";"Abracadabra";66,9215739643318
"PARECE - Ao Vivo - Luan Santana";"Abracadabra";66,9215739643318
"E Aí Como Que Tá ? - MC Tuto, Oldilla";"Arruma Um Bão";66,9124504463014
"Descer Pra BC - Brenno & Matheus, DJ Ari SL";"A Bebê Quer Oque";66,9081315162991
"Observando Essa Salada - MC Cebezinho, Dj Yuri Pedrada, Love Funk";"Pampa";66,9080862184478
"MOTINHA 2.0 (Mete Marcha) - DENNIS, Luísa Sonza";"Fui Mlk";66,9076813729224
"Triplex - Ao Vivo - Matheus Fernandes, Matheus & Kauan";"MTG PASSA PASSA PRA EU SARRAR";66,9066499760918
"Barulho Do Foguete - Ao Vivo - Zé Neto & Cristiano";"Pampa";66,9031634411679
"Toque de Romance (feat. Dodô Pressão) - Remix Forró - Henry Freitas, Kadu Martins, Arthurzim, Dodô Pressão";"Amor Na Praia";66,897939289127
"Última Noite - Solo - Léo Foguete";"Eu sou Cantor Não Sou Bandido";66,8867429799824
"A Danada Me Ligando - MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako";"Barulho Do Foguete - Ao Vivo";66,8857703237561
"Penélope Charmosa 2 - Boladin 211, Dejinha, MC Rick";"Puta É Só um Detalhe";66,8806054836281
"Calculista - MC Joãozinho VT, DJ JR No Beat";"Abracadabra";66,8736926015263
"Sujeito Homem - Ao Vivo - Guilherme & Benuto";"A Noite (La Notte) - Ao Vivo";66,868256017297
"A Bebê Quer Oque - MC Cebezinho, DJ Oreia, Menor Richard, MC GP, Mc Don Juan, Love Funk";"Sei Que Tu Me Odeia";66,8658562726052
"Observando Essa Salada - MC Cebezinho, Dj Yuri Pedrada, Love Funk";"Abracadabra";66,8589134190741
"Meninos e Meninas - Jão";"Sei Que Tu Me Odeia";66,8506828996285
"Chapa Máxima - Boladin 211, MC Rick, MC Leozinho ZS, CAO$, Dj Lv Mdp";"Só Quero Ver";66,8494400758151
"Do Job - MC Tuto, Grelo";"Paredões";66,8463236441357
"Imã de Problema - Henry Freitas, Mc Th";"Do Job";66,8441942765276
"IA - MC Kevinho";"O Meu Coração Em Suas Mãos (Colgando en tu manos) - Ao Vivo";66,8431219669956
"Barulho Do Foguete - Ao Vivo - Zé Neto & Cristiano";"A Noite (La Notte) - Ao Vivo";66,8427778725267
"É Que Eu Sofri Demais - Kleyton Souza";"PARECE - Ao Vivo";66,8402830895352
"É Que Eu Sofri Demais - Kleyton Souza";"PARECE - Ao Vivo";66,8402830895352
